member_id,first_name,last_name,neighborhood,checkout_id,book_id,checkout_date,return_date,genre,publication_year
1011,Menna,Halim,Maadi,9083.0,516,2025-10-02,2025-10-09,Nature,2010.0
1013,Ziad,Fouad,Maadi,9004.0,519,2025-07-27,2025-08-16,Friendship,2014.0
1013,Ziad,Fouad,Maadi,9054.0,510,2024-11-21,,Mystery,2013.0
1014,Habiba,Nabil,Maadi,9019.0,513,2024-03-06,2024-03-23,Science,2021.0
1015,Hamza,Sabry,Maadi,9034.0,511,2025-10-13,,Historical,2016.0
1015,Hamza,Sabry,Maadi,9003.0,501,2024-08-04,2024-08-13,Adventure,2017.0
1015,Hamza,Sabry,Maadi,9055.0,525,2025-08-08,2025-08-27,Adventure,2015.0
1016,Dina,Rashad,Maadi,9020.0,506,2024-04-15,2024-05-04,Friendship,Not provided
1016,Dina,Rashad,Maadi,9040.0,529,2025-01-23,2025-02-11,Mystery,Not provided
1016,Dina,Rashad,Maadi,9090.0,507,2025-02-18,2025-03-04,Science,2024.0
1016,Dina,Rashad,Maadi,9059.0,518,2025-06-28,2025-07-27,Adventure,2011.0
1016,Dina,Rashad,Maadi,9061.0,505,2025-04-28,2025-05-20,Historical,2024.0
1016,Dina,Rashad,Maadi,9065.0,509,2024-12-21,,Mystery,2011.0
1016,Dina,Rashad,Maadi,9016.0,527,2024-12-03,2024-12-11,Nature,2017.0
1017,Adam,Badr,Maadi,9028.0,507,2025-01-19,2025-01-28,Science,2024.0
1017,Adam,Badr,Maadi,9081.0,502,2025-08-25,2025-09-17,Adventure,2018.0
1018,Ahmed,Shafik,Maadi,9097.0,501,2025-10-05,2025-10-14,Adventure,2017.0
1018,Ahmed,Shafik,Maadi,9030.0,507,2025-03-09,,Science,2024.0
1018,Ahmed,Shafik,Maadi,9063.0,515,2024-10-22,,Poetry,2022.0
1018,Ahmed,Shafik,Maadi,9070.0,513,2025-01-08,2025-02-01,Science,2021.0
1018,Ahmed,Shafik,Maadi,9075.0,510,2024-07-01,,Mystery,2013.0
1018,Ahmed,Shafik,Maadi,9027.0,519,2024-11-04,,Friendship,2014.0
1018,Ahmed,Shafik,Maadi,9017.0,519,2024-08-06,2024-08-11,Friendship,2014.0
1018,Ahmed,Shafik,Maadi,9378.0,501,2024-09-05,2024-09-21,Adventure,2017.0
1018,Ahmed,Shafik,Maadi,9006.0,507,2025-06-26,2025-07-01,Science,2024.0
1018,Ahmed,Shafik,Maadi,9104.0,507,2024-05-15,,Science,2024.0
1018,Ahmed,Shafik,Maadi,9099.0,506,2025-10-10,2025-11-09,Friendship,Not provided
1018,Ahmed,Shafik,Maadi,9086.0,501,2024-06-20,2024-06-29,Adventure,2017.0
1018,Ahmed,Shafik,Maadi,9044.0,503,2024-10-07,,Historical,Not provided
1018,Ahmed,Shafik,Maadi,9023.0,503,2025-08-04,2025-08-27,Historical,Not provided
1018,Ahmed,Shafik,Maadi,9026.0,506,2025-04-21,2025-05-04,Friendship,Not provided
1018,Ahmed,Shafik,Maadi,9085.0,525,2025-08-19,2025-09-18,Adventure,2015.0
1018,Ahmed,Shafik,Maadi,9039.0,513,2024-07-21,2024-08-10,Science,2021.0
1019,Mostafa,Wahba,Maadi,9092.0,507,2025-03-20,2025-03-27,Science,2024.0
1019,Mostafa,Wahba,Maadi,9052.0,501,2024-06-20,2024-06-29,Adventure,2017.0
1020,Rana,Fouad,Maadi,9031.0,530,2025-12-28,2026-01-05,Adventure,2012.0
1020,Rana,Fouad,Maadi,9101.0,532,2025-05-25,2025-06-15,Friendship,2017.0
1020,Rana,Fouad,Maadi,9057.0,519,2025-02-03,,Friendship,2014.0
1020,Rana,Fouad,Maadi,9033.0,522,2025-02-26,2025-03-11,Mystery,2016.0
1020,Rana,Fouad,Maadi,9087.0,511,2025-12-03,2025-12-13,Historical,2016.0
1020,Rana,Fouad,Maadi,9035.0,501,2024-08-01,2024-08-23,Adventure,2017.0
1020,Rana,Fouad,Maadi,9002.0,515,2024-12-06,2024-12-11,Poetry,2022.0
1022,Youssef,Fouad,Maadi,9380.0,513,2024-04-22,2024-04-28,Science,2021.0
1022,Youssef,Fouad,Maadi,9094.0,527,2024-11-22,2024-12-08,Nature,2017.0
1022,Youssef,Fouad,Maadi,9046.0,513,2024-02-22,,Science,2021.0
1022,Youssef,Fouad,Maadi,9009.0,506,2025-04-28,2025-05-04,Friendship,Not provided
1022,Youssef,Fouad,Maadi,9096.0,501,2025-02-17,2025-03-17,Adventure,2017.0
1022,Youssef,Fouad,Maadi,9011.0,513,2024-03-17,,Science,2021.0
1023,Hassan,Rashad,Nasr City,9188.0,507,2025-05-11,2025-06-08,Science,2024.0
1024,Youssef,Hegazy,Nasr City,9127.0,506,2025-06-13,,Friendship,Not provided
1024,Youssef,Hegazy,Nasr City,9144.0,501,2025-11-07,2025-11-25,Adventure,2017.0
1024,Youssef,Hegazy,Nasr City,9143.0,518,2025-10-02,,Adventure,2011.0
1024,Youssef,Hegazy,Nasr City,9124.0,525,2025-10-14,2025-11-13,Adventure,2015.0
1024,Youssef,Hegazy,Nasr City,9376.0,518,2025-10-22,2025-11-04,Adventure,2011.0
1024,Youssef,Hegazy,Nasr City,9128.0,501,2025-06-12,2025-06-19,Adventure,2017.0
1024,Youssef,Hegazy,Nasr City,9194.0,513,2024-09-17,2024-10-09,Science,2021.0
1024,Youssef,Hegazy,Nasr City,9119.0,518,2025-02-26,2025-03-15,Adventure,2011.0
1024,Youssef,Hegazy,Nasr City,9130.0,503,2025-09-04,2025-09-17,Historical,Not provided
1024,Youssef,Hegazy,Nasr City,9178.0,518,2025-08-21,2025-09-04,Adventure,2011.0
1024,Youssef,Hegazy,Nasr City,9195.0,507,2025-02-22,2025-03-17,Science,2024.0
1024,Youssef,Hegazy,Nasr City,9107.0,505,2024-09-24,2024-10-12,Historical,2024.0
1024,Youssef,Hegazy,Nasr City,9108.0,507,2025-02-02,2025-02-27,Science,2024.0
1024,Youssef,Hegazy,Nasr City,9150.0,507,2025-10-14,2025-10-24,Science,2024.0
1024,Youssef,Hegazy,Nasr City,9174.0,528,2025-12-16,2026-01-07,Nature,2010.0
1024,Youssef,Hegazy,Nasr City,9116.0,519,2025-01-10,2025-02-09,Friendship,2014.0
1026,Nada,Saleh,Nasr City,9184.0,501,2024-12-15,2025-01-11,Adventure,2017.0
1026,Nada,Saleh,Nasr City,9117.0,501,2025-09-13,,Adventure,2017.0
1026,Nada,Saleh,Nasr City,9185.0,519,2025-10-22,2025-11-01,Friendship,2014.0
1027,Mostafa,Fouad,Nasr City,9113.0,507,2024-06-26,2024-07-08,Science,2024.0
1027,Mostafa,Fouad,Nasr City,9111.0,510,2024-09-12,2024-10-03,Mystery,2013.0
1027,Mostafa,Fouad,Nasr City,9173.0,532,2025-03-10,2025-04-06,Friendship,2017.0
1027,Mostafa,Fouad,Nasr City,9148.0,532,2025-07-05,2025-07-26,Friendship,2017.0
1027,Mostafa,Fouad,Nasr City,9171.0,507,2025-05-23,2025-06-19,Science,2024.0
1027,Mostafa,Fouad,Nasr City,9141.0,529,2025-02-09,2025-03-03,Mystery,Not provided
1027,Mostafa,Fouad,Nasr City,9123.0,511,2025-03-23,2025-04-11,Historical,2016.0
1027,Mostafa,Fouad,Nasr City,9142.0,516,2024-09-21,2024-10-14,Nature,2010.0
1027,Mostafa,Fouad,Nasr City,9198.0,524,2024-10-03,2024-10-19,Historical,2016.0
1027,Mostafa,Fouad,Nasr City,9192.0,519,2025-09-26,2025-10-07,Friendship,2014.0
1027,Mostafa,Fouad,Nasr City,9105.0,501,2025-03-05,2025-03-25,Adventure,2017.0
1027,Mostafa,Fouad,Nasr City,9183.0,532,2025-03-28,2025-04-10,Friendship,2017.0
1027,Mostafa,Fouad,Nasr City,9179.0,517,2024-11-19,2024-12-17,Mystery,2015.0
1027,Mostafa,Fouad,Nasr City,9191.0,505,2024-08-05,2024-08-29,Historical,2024.0
1027,Mostafa,Fouad,Nasr City,9175.0,513,2025-03-04,2025-03-27,Science,2021.0
1027,Mostafa,Fouad,Nasr City,9121.0,522,2025-02-24,2025-03-14,Mystery,2016.0
1027,Mostafa,Fouad,Nasr City,9177.0,513,2024-01-18,,Science,2021.0
1027,Mostafa,Fouad,Nasr City,9176.0,501,2024-11-08,2024-11-26,Adventure,2017.0
1028,Hassan,Adel,Nasr City,9155.0,525,2025-07-12,2025-07-18,Adventure,2015.0
1028,Hassan,Adel,Nasr City,9147.0,512,2025-10-05,2025-11-01,Adventure,2022.0
1028,Hassan,Adel,Nasr City,9167.0,503,2025-12-24,2026-01-02,Historical,Not provided
1030,Reem,Osman,Nasr City,9152.0,525,2025-01-03,,Adventure,2015.0
1030,Reem,Osman,Nasr City,9165.0,519,2025-03-27,2025-04-02,Friendship,2014.0
1030,Reem,Osman,Nasr City,9162.0,519,2025-08-27,2025-09-11,Friendship,2014.0
1030,Reem,Osman,Nasr City,9172.0,513,2025-05-04,2025-05-26,Science,2021.0
1030,Reem,Osman,Nasr City,9110.0,506,2024-05-14,2024-05-30,Friendship,Not provided
1030,Reem,Osman,Nasr City,9169.0,513,2025-11-25,,Science,2021.0
1030,Reem,Osman,Nasr City,9197.0,501,2025-11-26,2025-12-01,Adventure,2017.0
1030,Reem,Osman,Nasr City,9159.0,501,2024-12-11,,Adventure,2017.0
1030,Reem,Osman,Nasr City,9168.0,513,2025-09-13,2025-09-23,Science,2021.0
1030,Reem,Osman,Nasr City,9160.0,501,2024-06-20,2024-07-07,Adventure,2017.0
1030,Reem,Osman,Nasr City,9118.0,507,2024-05-12,,Science,2024.0
1030,Reem,Osman,Nasr City,9154.0,525,2025-05-18,2025-05-26,Adventure,2015.0
1030,Reem,Osman,Nasr City,9196.0,526,2025-01-15,2025-02-02,Science Fiction,2016.0
1030,Reem,Osman,Nasr City,9190.0,502,2025-12-04,2025-12-18,Adventure,2018.0
1030,Reem,Osman,Nasr City,9153.0,530,2024-10-12,2024-10-26,Adventure,2012.0
1030,Reem,Osman,Nasr City,9136.0,532,2024-10-03,2024-10-20,Friendship,2017.0
1031,Ali,Fahmy,Nasr City,9112.0,521,2024-07-28,2024-08-22,Science,2024.0
1032,Nada,Zaki,Nasr City,9129.0,513,2025-06-21,2025-06-29,Science,2021.0
1032,Nada,Zaki,Nasr City,9157.0,525,2024-03-04,2024-04-03,Adventure,2015.0
1032,Nada,Zaki,Nasr City,9189.0,507,2025-12-08,2025-12-16,Science,2024.0
1032,Nada,Zaki,Nasr City,9149.0,507,2025-02-09,2025-02-18,Science,2024.0
1032,Nada,Zaki,Nasr City,9166.0,519,2024-01-15,2024-01-24,Friendship,2014.0
1032,Nada,Zaki,Nasr City,9156.0,503,2025-02-13,2025-03-14,Historical,Not provided
1034,Aya,Wahba,Nasr City,9131.0,505,2025-12-16,2025-12-25,Historical,2024.0
1034,Aya,Wahba,Nasr City,9187.0,502,2024-08-11,,Adventure,2018.0
1034,Aya,Wahba,Nasr City,9140.0,513,2025-03-06,2025-04-02,Science,2021.0
1034,Aya,Wahba,Nasr City,9186.0,516,2025-07-17,2025-08-03,Nature,2010.0
1034,Aya,Wahba,Nasr City,9163.0,531,2025-12-28,2026-01-02,Friendship,2018.0
1034,Aya,Wahba,Nasr City,9120.0,526,2025-06-06,2025-06-26,Science Fiction,2016.0
1034,Aya,Wahba,Nasr City,9193.0,519,2024-09-15,2024-10-01,Friendship,2014.0
1034,Aya,Wahba,Nasr City,9115.0,502,2025-12-16,2026-01-15,Adventure,2018.0
1034,Aya,Wahba,Nasr City,9375.0,525,2025-10-27,2025-11-15,Adventure,2015.0
1034,Aya,Wahba,Nasr City,9114.0,516,2025-03-02,2025-03-17,Nature,2010.0
1034,Aya,Wahba,Nasr City,9126.0,529,2024-10-22,2024-10-28,Mystery,Not provided
1034,Aya,Wahba,Nasr City,9146.0,509,2025-02-23,2025-03-14,Mystery,2011.0
1034,Aya,Wahba,Nasr City,9180.0,529,2024-07-27,2024-08-02,Mystery,Not provided
1034,Aya,Wahba,Nasr City,9133.0,519,2025-05-28,2025-06-24,Friendship,2014.0
1034,Aya,Wahba,Nasr City,9109.0,512,2024-08-20,2024-09-14,Adventure,2022.0
1034,Aya,Wahba,Nasr City,9135.0,506,2025-01-12,2025-01-28,Friendship,Not provided
1034,Aya,Wahba,Nasr City,9377.0,507,2025-03-25,2025-04-06,Science,2024.0
1034,Aya,Wahba,Nasr City,9122.0,525,2025-06-04,2025-06-30,Adventure,2015.0
1034,Aya,Wahba,Nasr City,9145.0,501,2025-11-10,2025-12-10,Adventure,2017.0
1034,Aya,Wahba,Nasr City,9106.0,501,2025-08-20,2025-08-27,Adventure,2017.0
1034,Aya,Wahba,Nasr City,9170.0,522,2025-10-16,2025-10-28,Mystery,2016.0
1034,Aya,Wahba,Nasr City,9164.0,507,2024-12-02,2024-12-12,Science,2024.0
1034,Aya,Wahba,Nasr City,9151.0,528,2025-04-25,2025-05-16,Nature,2010.0
1035,Karim,Fahmy,Nasr City,9132.0,511,2025-02-26,2025-03-13,Historical,2016.0
1036,Lina,Zaki,Nasr City,9139.0,521,2024-03-14,2024-03-20,Science,2024.0
1037,Retaj,Kamel,Nasr City,9182.0,525,2024-05-19,2024-06-03,Adventure,2015.0
1037,Retaj,Kamel,Nasr City,9134.0,516,2025-09-08,2025-09-19,Nature,2010.0
1039,Nada,Riad,Nasr City,9125.0,501,2025-06-17,,Adventure,2017.0
1039,Nada,Riad,Nasr City,9138.0,516,2025-08-22,2025-08-31,Nature,2010.0
1040,Dina,Adel,Nasr City,9161.0,519,2025-10-11,2025-11-01,Friendship,2014.0
1040,Dina,Adel,Nasr City,9158.0,513,2025-03-07,2025-03-24,Science,2021.0
1041,Nada,Rashad,Nasr City,9137.0,519,2025-07-27,2025-08-05,Friendship,2014.0
1041,Nada,Rashad,Nasr City,9181.0,509,2025-03-24,,Mystery,2011.0
1044,Sherif,Saleh,Heliopolis,9208.0,525,2024-07-10,2024-08-01,Adventure,2015.0
1044,Sherif,Saleh,Heliopolis,9272.0,518,2025-01-24,2025-02-04,Adventure,2011.0
1044,Sherif,Saleh,Heliopolis,9218.0,532,2025-04-23,2025-05-04,Friendship,2017.0
1044,Sherif,Saleh,Heliopolis,9211.0,507,2025-04-28,2025-05-25,Science,2024.0
1044,Sherif,Saleh,Heliopolis,9255.0,509,2025-05-24,2025-06-13,Mystery,2011.0
1044,Sherif,Saleh,Heliopolis,9271.0,513,2025-04-26,2025-05-06,Science,2021.0
1044,Sherif,Saleh,Heliopolis,9247.0,510,2025-02-01,2025-02-23,Mystery,2013.0
1044,Sherif,Saleh,Heliopolis,9228.0,516,2024-12-05,2024-12-26,Nature,2010.0
1044,Sherif,Saleh,Heliopolis,9207.0,527,2025-10-20,2025-11-04,Nature,2017.0
1044,Sherif,Saleh,Heliopolis,9250.0,507,2025-08-05,2025-08-23,Science,2024.0
1044,Sherif,Saleh,Heliopolis,9260.0,518,2025-07-03,2025-07-27,Adventure,2011.0
1044,Sherif,Saleh,Heliopolis,9245.0,519,2024-12-13,2024-12-21,Friendship,2014.0
1044,Sherif,Saleh,Heliopolis,9215.0,507,2024-02-07,,Science,2024.0
1044,Sherif,Saleh,Heliopolis,9212.0,512,2024-09-14,,Adventure,2022.0
1044,Sherif,Saleh,Heliopolis,9226.0,519,2025-03-18,,Friendship,2014.0
1044,Sherif,Saleh,Heliopolis,9246.0,529,2025-06-25,2025-07-04,Mystery,Not provided
1044,Sherif,Saleh,Heliopolis,9210.0,507,2025-09-11,2025-09-29,Science,2024.0
1044,Sherif,Saleh,Heliopolis,9248.0,514,2025-07-01,2025-07-18,Science Fiction,2023.0
1044,Sherif,Saleh,Heliopolis,9281.0,525,2024-06-01,2024-06-12,Adventure,2015.0
1044,Sherif,Saleh,Heliopolis,9232.0,513,2025-05-26,2025-06-11,Science,2021.0
1046,Amir,Fouad,Heliopolis,9251.0,507,2024-06-09,,Science,2024.0
1047,Sara,Rashad,Heliopolis,9263.0,517,2024-10-21,2024-11-07,Mystery,2015.0
1047,Sara,Rashad,Heliopolis,9257.0,501,2024-10-18,2024-11-16,Adventure,2017.0
1047,Sara,Rashad,Heliopolis,9261.0,509,2025-09-02,2025-09-18,Mystery,2011.0
1047,Sara,Rashad,Heliopolis,9267.0,530,2024-12-05,2024-12-20,Adventure,2012.0
1047,Sara,Rashad,Heliopolis,9273.0,510,2024-12-07,2025-01-05,Mystery,2013.0
1047,Sara,Rashad,Heliopolis,9235.0,516,2024-02-16,,Nature,2010.0
1047,Sara,Rashad,Heliopolis,9220.0,507,2025-08-04,,Science,2024.0
1047,Sara,Rashad,Heliopolis,9217.0,530,2024-04-07,,Adventure,2012.0
1047,Sara,Rashad,Heliopolis,9275.0,507,2025-09-21,2025-10-08,Science,2024.0
1047,Sara,Rashad,Heliopolis,9268.0,503,2025-06-16,2025-07-14,Historical,Not provided
1047,Sara,Rashad,Heliopolis,9278.0,506,2024-03-12,2024-04-02,Friendship,Not provided
1047,Sara,Rashad,Heliopolis,9229.0,501,2025-11-16,2025-12-08,Adventure,2017.0
1047,Sara,Rashad,Heliopolis,9279.0,514,2025-07-06,2025-07-28,Science Fiction,2023.0
1047,Sara,Rashad,Heliopolis,9242.0,520,2025-06-01,2025-07-01,Science Fiction,2009.0
1047,Sara,Rashad,Heliopolis,9219.0,506,2025-05-13,2025-06-07,Friendship,Not provided
1047,Sara,Rashad,Heliopolis,9202.0,506,2025-06-05,2025-07-03,Friendship,Not provided
1049,Ahmed,Gamal,Heliopolis,9265.0,513,2024-08-12,2024-09-10,Science,2021.0
1050,Fares,Adel,Heliopolis,9206.0,519,2024-03-17,,Friendship,2014.0
1050,Fares,Adel,Heliopolis,9222.0,505,2024-01-09,2024-02-01,Historical,2024.0
1050,Fares,Adel,Heliopolis,9213.0,501,2024-05-07,2024-05-14,Adventure,2017.0
1050,Fares,Adel,Heliopolis,9240.0,525,2025-07-25,2025-08-24,Adventure,2015.0
1050,Fares,Adel,Heliopolis,9216.0,519,2024-08-07,,Friendship,2014.0
1050,Fares,Adel,Heliopolis,9276.0,514,2025-06-28,2025-07-08,Science Fiction,2023.0
1050,Fares,Adel,Heliopolis,9230.0,501,2025-09-10,2025-10-07,Adventure,2017.0
1050,Fares,Adel,Heliopolis,9258.0,529,2025-12-07,2025-12-21,Mystery,Not provided
1050,Fares,Adel,Heliopolis,9244.0,507,2025-04-23,2025-05-06,Science,2024.0
1050,Fares,Adel,Heliopolis,9239.0,519,2025-02-10,2025-02-22,Friendship,2014.0
1050,Fares,Adel,Heliopolis,9223.0,510,2024-04-11,2024-05-04,Mystery,2013.0
1052,Retaj,Adel,Heliopolis,9236.0,507,2024-09-02,2024-09-29,Science,2024.0
1053,Adam,Shafik,Heliopolis,9231.0,523,2024-02-04,2024-02-16,Historical,2018.0
1053,Adam,Shafik,Heliopolis,9234.0,525,2024-02-13,2024-03-06,Adventure,2015.0
1053,Adam,Shafik,Heliopolis,9205.0,525,2024-12-02,2024-12-14,Adventure,2015.0
1053,Adam,Shafik,Heliopolis,9266.0,519,2024-06-01,2024-06-15,Friendship,2014.0
1053,Adam,Shafik,Heliopolis,9199.0,518,2024-11-28,2024-12-08,Adventure,2011.0
1054,Retaj,Fahmy,Heliopolis,9269.0,507,2025-01-26,2025-01-31,Science,2024.0
1054,Retaj,Fahmy,Heliopolis,9280.0,517,2024-09-06,2024-09-15,Mystery,2015.0
1054,Retaj,Fahmy,Heliopolis,9274.0,522,2024-09-06,2024-09-17,Mystery,2016.0
1054,Retaj,Fahmy,Heliopolis,9262.0,524,2024-02-25,2024-03-22,Historical,2016.0
1054,Retaj,Fahmy,Heliopolis,9252.0,513,2024-08-04,2024-08-09,Science,2021.0
1055,Mostafa,Kamel,Heliopolis,9201.0,531,2025-11-24,2025-12-16,Friendship,2018.0
1055,Mostafa,Kamel,Heliopolis,9221.0,520,2025-04-12,2025-04-18,Science Fiction,2009.0
1057,Ahmed,Fahmy,Heliopolis,9238.0,513,2024-03-28,2024-04-08,Science,2021.0
1057,Ahmed,Fahmy,Heliopolis,9249.0,519,2024-10-17,2024-11-03,Friendship,2014.0
1057,Ahmed,Fahmy,Heliopolis,9237.0,513,2024-02-22,,Science,2021.0
1057,Ahmed,Fahmy,Heliopolis,9259.0,501,2025-11-16,2025-11-30,Adventure,2017.0
1057,Ahmed,Fahmy,Heliopolis,9270.0,517,2024-12-08,2024-12-30,Mystery,2015.0
1057,Ahmed,Fahmy,Heliopolis,9224.0,513,2025-05-25,,Science,2021.0
1057,Ahmed,Fahmy,Heliopolis,9203.0,501,2025-10-25,,Adventure,2017.0
1057,Ahmed,Fahmy,Heliopolis,9204.0,506,2024-02-20,2024-03-15,Friendship,Not provided
1057,Ahmed,Fahmy,Heliopolis,9282.0,530,2025-07-22,2025-08-18,Adventure,2012.0
1057,Ahmed,Fahmy,Heliopolis,9277.0,519,2025-10-19,2025-10-28,Friendship,2014.0
1058,Lina,Mansour,Heliopolis,9209.0,525,2024-11-22,2024-12-12,Adventure,2015.0
1058,Lina,Mansour,Heliopolis,9214.0,525,2024-09-24,,Adventure,2015.0
1058,Lina,Mansour,Heliopolis,9253.0,507,2025-06-15,2025-07-10,Science,2024.0
1059,Lina,Halim,Heliopolis,9225.0,516,2025-08-06,2025-08-22,Nature,2010.0
1059,Lina,Halim,Heliopolis,9256.0,521,2025-07-09,,Science,2024.0
1059,Lina,Halim,Heliopolis,9241.0,519,2025-01-04,2025-01-11,Friendship,2014.0
1059,Lina,Halim,Heliopolis,9227.0,513,2024-11-02,2024-11-20,Science,2021.0
1059,Lina,Halim,Heliopolis,9264.0,507,2025-02-01,2025-02-13,Science,2024.0
1059,Lina,Halim,Heliopolis,9254.0,501,2025-10-23,2025-11-07,Adventure,2017.0
1059,Lina,Halim,Heliopolis,9233.0,512,2024-12-08,2024-12-15,Adventure,2022.0
1060,Layla,Wahba,Heliopolis,9200.0,509,2024-12-08,,Mystery,2011.0
1060,Layla,Wahba,Heliopolis,9243.0,513,2025-09-13,2025-10-09,Science,2021.0
1061,Ziad,Fahmy,Zamalek,9302.0,507,2024-06-22,,Science,2024.0
1061,Ziad,Fahmy,Zamalek,9322.0,510,2025-10-20,2025-11-15,Mystery,2013.0
